id,egmm,if.,lof,ocsvm,rkde,scif,svdd
287,0.034658302,-0.630695233,-0.085677905,-0.088332395,-0.40820181,-0.181388773,-0.235622991
288,-0.149432521,-0.307993898,-0.175548836,-0.717167846,-0.503659794,-0.181388773,-0.05234169
289,-0.161473779,-0.897697878,-0.190006343,-1.13177235,-0.482420503,-0.181388773,0.491080121
290,-0.061160161,-0.436591254,-0.163248516,0.531457543,-0.504488422,-0.181388773,0.765979191
291,-0.05327832,-0.827047477,-0.125981293,-0.055166623,-0.484151258,-0.181388773,0.900156663
292,-0.095442707,0.319135044,-0.164822622,0.704977887,-0.501096244,-0.181388773,0.298783486
293,-0.115813457,-0.086703749,-0.151380604,0.291349238,-0.192501726,-0.16175287,0.027469193
294,1.10727352,0.576553428,0.799033674,1.686145687,0.585393749,0.035409086,2.446593213
295,-0.212130197,-0.83401872,-0.209292582,-1.349178926,-0.3013237,-0.181388773,-0.28521496
296,0.14272586,0.960463328,0.540507624,1.681539825,-0.116420279,0.019711776,0.723327962
297,-0.251963073,-1.032507351,-0.203720456,-1.713319053,-0.494829887,-0.181388773,-0.181073351
298,-0.241182163,-0.116491392,-0.172532018,0.229376587,-0.503181653,-0.181388773,0.315868384
299,-0.13881948,-0.623372684,-0.231936583,-1.7389643,0.186113747,-0.159388299,-1.686191903
300,-0.192604121,-0.872175781,-0.071519207,0.445495115,-0.495099142,-0.181388773,0.18625197
301,-0.15896374,0.200733721,0.013439709,-0.325733224,-0.097412642,-0.159388299,-0.628133283
302,-0.083761168,0.257923525,-0.232221033,0.682655855,-0.503575361,-0.147415054,0.517927819
303,-0.281108299,-0.918494717,-0.150894463,-1.103496776,-0.480164128,-0.181388773,0.844752778
304,-0.126506435,-0.213643487,-0.205935706,0.047263984,-0.504561932,-0.181388773,0.330421057
305,-0.209556208,-0.869233827,-0.231747676,-0.449091509,-0.502784036,-0.181388773,0.197006304
306,-0.260068739,-1.024119749,-0.226819182,-0.08493962,-0.502680091,-0.181388773,0.433433843
307,0.968496623,1.517068436,0.891124898,1.680626203,0.854865403,0.618548356,-0.3455155
308,-0.288358634,-0.655765685,-0.183389698,-1.656253385,-0.483122701,-0.181388773,-0.617653528
309,0.06982549,-0.64421052,-0.005987568,0.540613531,-0.487410866,-0.175812138,0.992506642
310,-0.142813693,-0.522582292,-0.016090638,-0.55305465,-0.483617735,-0.181388773,0.09075959
311,-0.081877307,-0.575107817,-0.150704329,-0.371271351,-0.390259897,-0.181388773,0.78355223
312,0.031383527,-0.09766289,-0.179949767,-1.311180744,1.239108465,0.051882765,-1.537507522
313,-0.100228301,-0.361727797,-0.194411064,-1.391832958,0.363934827,-0.090852172,-1.09226286
314,0.487960103,1.951510096,0.08663665,0.074445374,3.227529814,0.735156308,-0.54281557
315,-0.04032311,-0.474012183,-0.219479361,-1.473162547,0.636989212,-0.061031212,-1.657574698
316,-0.058975202,0.44621358,0.035908528,1.688728861,0.428123943,-0.0469973,-0.368275026
317,-0.022987322,0.730449971,-0.217259581,0.836673946,-0.502505222,-0.153004978,0.672805476
318,0.618657979,0.296584989,0.765637533,1.680959974,-0.462413961,-0.175812138,0.068823801
319,0.241989631,0.210433493,0.026929504,1.153724501,-0.099025105,-0.035573248,-0.47742007
320,-0.27394856,-0.443184721,-0.014264657,-1.048943954,-0.475696139,-0.181388773,-1.052143857
321,-0.289770864,-0.865212393,-0.15226888,-1.02335997,-0.47336164,-0.181388773,-0.554958052
322,-0.278073337,-0.822213681,-0.204303815,-0.686326388,-0.444526745,-0.181388773,-0.214129579
323,-0.159899009,0.040135266,-0.149541514,0.182551989,-0.502720284,-0.181388773,0.084139192
324,-0.153106983,-0.81017096,-0.099030113,-0.389721715,-0.490024848,-0.181388773,0.262310278
325,-0.136932954,-0.451688073,-0.169783578,-0.349686323,-0.501232989,-0.181388773,-0.483689618
326,0.148587946,0.39243887,-0.170758824,0.59913168,1.631339472,0.058502717,-1.749985694
327,-0.032014935,0.106015442,0.032018565,0.729335357,-0.497704446,-0.181388773,0.722000832
328,-0.017237149,-0.44296241,-0.048337718,-0.843994504,-0.175828052,-0.122657328,-0.573446353
329,-0.268520802,-0.768763922,-0.227071859,-0.457463361,-0.502556187,-0.181388773,0.082095106
330,-0.10184304,-0.243929928,-0.140997712,1.333765644,0.143834473,-0.122078953,0.099881706
331,-0.008841042,2.641778055,1.743451198,1.686436342,-0.424221128,-0.028996175,2.038361763
332,-0.295736869,-1.068114881,-0.225856617,-1.758260166,-0.50209139,-0.181388773,-0.145667949
333,0.198421008,-0.020837585,0.121886406,0.542568557,-0.127593202,-0.089438368,-0.232495845
334,-0.134782635,-0.79704475,-0.235072938,-1.67264646,0.238123774,-0.159388299,-1.379014578
335,-0.181903149,-0.644091704,-0.176930905,-0.749128124,-0.376385462,-0.181388773,-0.399546492
336,-0.227784632,-0.631767764,-0.141631387,-1.108703779,-0.237082055,-0.122657328,-0.77094473
337,-0.192300358,-0.508801414,-0.196229739,0.082246507,-0.504510883,-0.181388773,0.507753152
338,-0.048873762,0.158981417,-0.227459578,0.576091017,-0.503874525,-0.153004978,0.421306616
339,-0.270359365,-0.532066703,-0.176438692,0.325939195,-0.498940962,-0.181388773,0.05947287
340,-0.29659753,-1.041014696,-0.223772451,-1.035514016,-0.498393306,-0.181388773,0.557024779
341,0.217011815,0.190521264,-0.030152601,0.454386577,1.077424872,0.085295986,-0.55073259
342,-0.111211719,0.185384921,-0.022982679,0.671513303,0.393018905,-0.159388299,-0.25818421
343,-0.216324253,-0.856627528,-0.212072486,-1.585807179,-0.335051122,-0.181388773,-0.519964519
344,0.049193611,0.98602924,-0.12820034,0.822540817,-0.496183707,-0.153004978,0.308500522
345,0.228712006,-0.298651731,-0.125406172,-0.518287873,0.368812519,-0.109753786,-0.719445964
346,0.318092833,-0.204335163,0.287818148,0.759256855,-0.475122374,-0.181388773,0.975986155
347,-0.001945097,-0.095164696,-0.174714157,-0.487874107,0.912022485,-0.035715557,-2.019194883
348,0.269184382,-0.12254627,-0.025119922,-0.194194844,0.281362322,-0.109753786,-0.493559198
349,0.458988074,3.869191487,0.494669589,1.684772174,3.620584374,2.362328741,3.358527135
350,-0.065900458,-0.914923744,-0.180808813,-0.153551551,-0.498945497,-0.181388773,0.682141153
351,0.050517909,-0.463511593,-0.159549314,-0.507718082,0.143159399,-0.159388299,-0.695359308
352,0.721268468,5.168239277,0.64179296,1.688580354,4.455382128,1.310807263,3.121831119
353,0.255166002,-0.096424365,-0.134991277,0.100470781,1.034445118,-0.035715557,-1.160800761
354,-0.24546948,-0.378789911,-0.05978876,0.356772085,-0.319702318,-0.141822514,0.751594317
355,0.002606013,0.502189252,-0.188879716,0.746312785,-0.502615882,-0.153004978,0.46906806
356,0.101467432,-0.091653889,0.098259999,1.431063948,-0.483741526,-0.181388773,0.794184529
357,0.002651311,-0.295930066,-0.173887922,-1.895877105,0.946020709,-0.049762612,-2.057971501
358,-0.221509535,-0.592140204,-0.15871511,-0.771391262,-0.333337557,-0.181388773,-0.43637055
359,-0.254944743,-0.943940938,-0.220900118,-1.633099211,-0.425829792,-0.181388773,-0.230268706
360,-0.109519708,-0.090317256,-0.079414386,0.403869142,0.404293307,-0.116574839,-0.783773659
361,0.191269263,0.252983454,-0.178351887,-0.016018553,1.663530271,0.052816437,-2.261800443
362,-0.079793602,-0.124600963,-0.104540184,0.348365947,-0.502052382,-0.181388773,0.542609396
363,-0.159144932,-0.631426876,-0.225740128,-1.210015244,0.121362399,-0.159388299,-1.217867373
364,-0.191527629,-0.384631917,-0.156865284,-0.121391576,-0.498799401,-0.181388773,-0.51407633
365,0.033312686,-0.311395442,-0.154444794,-1.678416931,0.288661313,-0.02964519,-1.917387192
366,-0.037988934,0.384969156,-0.015282372,1.597252838,-0.498810318,-0.181388773,0.78829634
367,0.087526325,0.094230906,-0.161888817,-0.237125537,1.087484269,-0.023997515,-2.102300711
368,-0.296584207,-0.966833582,-0.216620871,-1.80154822,-0.499206668,-0.181388773,0.242357557
369,-0.17054136,-0.459507153,-0.187057726,-0.597721273,-0.151146543,-0.133857725,-0.0119176
370,0.019113115,-0.631475966,-0.217195082,-1.197983934,0.343551155,-0.109753786,-1.305427479
371,0.354653598,0.195347554,0.409825955,1.685626124,-0.131646105,-0.117053197,0.554233229
372,0.086268641,1.198314096,-0.072210719,1.073304287,-0.488717107,-0.147415054,0.448383129
373,-0.081834674,0.284647182,0.650215713,1.687881108,-0.451141713,-0.132957449,0.478968149
374,-0.044546476,-0.195104549,-0.075426188,0.326450867,0.049765938,-0.083818686,0.018255552
375,-0.26368991,-0.938486406,-0.235733723,-1.893744199,-0.395279925,-0.181388773,-0.316745751
376,-0.048777837,-0.54840498,-0.198317433,-0.349851583,0.016821356,-0.159388299,-0.319979678
377,-0.296251134,-1.030106747,-0.226785288,-2.014411746,-0.492050304,-0.181388773,-0.358115613
378,0.181482244,0.022055751,0.013899169,1.015658152,0.17535478,-0.077914346,-0.288906519
379,0.063097413,1.25788174,-0.08442391,0.827775627,-0.486711705,-0.153004978,0.259411947
380,0.055215572,0.596729674,0.585762108,1.680340189,-0.430970638,-0.033494983,1.352311557
381,0.05760304,-0.878949324,-0.056045265,-0.992584412,-0.47380931,-0.181388773,-0.076123259
382,-0.286261606,-0.40239534,-0.011288264,0.045167199,-0.45100004,-0.181388773,-0.246667158
383,-0.073928851,-0.70184302,-0.215193824,-1.670111878,0.083697653,-0.159388299,-1.192621385
384,0.086849521,0.132722599,0.166698545,0.770450016,-0.32782822,-0.035573248,-0.236370456
385,-0.156888029,-0.577420963,-0.228585532,-1.041876344,0.092642264,-0.159388299,-0.834143601
386,-0.267505595,-0.662807836,-0.20018458,-0.134197641,-0.50302797,-0.181388773,-0.100804836
387,0.03723762,2.14339226,-0.102119221,0.861612617,-0.491421345,-0.147415054,0.382255419
388,-0.025150965,0.188366028,-0.162177643,0.762010903,-0.50091664,-0.147415054,0.626264382
389,0.449043844,0.462911846,0.474264991,1.351967983,-0.479591882,-0.181388773,1.515380812
390,-0.09744381,-0.018587513,-0.17010853,0.899500989,-0.501796838,-0.181388773,0.861212247
391,0.089583385,1.089883507,-0.071578965,1.071917651,-0.484932209,-0.141822514,0.371089217
392,-0.120372561,-0.051588702,-0.157295971,0.88325236,0.370203776,-0.090159986,-1.07848816
393,0.03752273,-0.328277134,-0.144929438,-0.259365726,-0.093005861,-0.133857725,0.106959735
394,-0.077888424,-0.136540221,-0.236916485,0.478699537,-0.504795592,-0.147415054,0.437674559
395,0.149139515,0.357397875,0.128710681,1.682893982,0.770087533,0.029178394,0.256757686
396,-0.131198768,-0.137966757,-0.164499706,0.231106072,-0.502759295,-0.181388773,0.664613878
397,-0.082388907,-0.24560315,-0.20293858,0.515873816,-0.503220655,-0.147415054,0.54970268
398,0.032817074,1.034673267,-0.104965394,0.567379413,-0.496711467,-0.153004978,0.475856256
399,0.019829888,-0.056608482,-0.216441321,-1.833015379,1.184948282,-0.00641129,-1.91354309
400,-0.15562768,-0.109560564,-0.203268724,-0.144747862,-0.50406679,-0.181388773,0.146788905
401,-0.270799021,-0.897133817,-0.240758688,-0.895339037,-0.499736375,-0.181388773,0.17979937
402,-0.201626405,0.154415437,0.003952582,1.355872218,-0.093521055,-0.153801363,0.437781339
403,0.067038334,1.608131483,0.590714006,1.68505726,0.672199796,0.115020898,-0.441068897
404,-0.122501564,0.321756451,-0.034725863,1.68606855,0.375929878,-0.116474551,0.410384484
405,-0.126533081,-0.158997386,-0.216617979,0.002561425,-0.504610676,-0.181388773,0.227804884
406,-0.000181142,0.593073402,-0.180805433,0.400346324,-0.502015561,-0.153004978,0.298005512
407,-0.238410995,-0.350510698,-0.011774232,0.453177356,-0.492122763,-0.175812138,1.18292699
408,0.090004389,0.162767388,-0.134005574,-0.003423546,1.411956299,0.019301661,-1.219347048
409,-0.197181877,-0.95786164,-0.198642272,-1.619397286,-0.435024329,-0.181388773,-0.189310712
410,-0.247281398,-0.437335892,-0.104095244,0.445964624,-0.494767129,-0.181388773,0.465422265
411,-0.196076075,-0.734427411,-0.179198336,-1.604820862,-0.223833227,-0.122657328,-0.716242546
412,-0.265736311,2.14770768,1.758529715,1.681733203,-0.388124914,-0.130629576,0.258374649
413,-0.114473171,-0.121969518,-0.155194813,0.076353691,-0.502566218,-0.181388773,0.541465318
414,-0.260050087,0.038849482,0.066478348,1.157784615,-0.491073135,-0.181388773,1.51603675
415,-0.222772548,-0.570155638,-0.1874443,-0.198667175,-0.504594878,-0.181388773,0.145736353
416,-0.122410968,-0.221349772,-0.149519249,0.035649638,-0.169060925,-0.135649635,0.242540609
417,-0.17359231,-0.119193786,-0.136344817,0.369455841,-0.50245703,-0.181388773,0.624708436
418,-0.234558006,-0.653274156,-0.225604406,-0.500794196,-0.507458733,-0.181388773,0.023503056
419,-0.185582941,-0.5801405,-0.220788481,-1.197591758,-0.101517147,-0.159388299,-0.391248113
420,0.157514305,-0.04715811,0.051363645,0.428986816,0.041984519,-0.072289269,-0.45855041
421,-0.203574216,-0.686810688,-0.177514659,-0.082375515,-0.504450757,-0.181388773,0.086640909
422,0.083977098,0.786570006,0.467701095,1.389180983,-0.481300417,-0.175812138,1.151655524
423,-0.006453575,-0.360883873,-0.089303623,0.571007677,-0.50034215,-0.181388773,0.828064493
424,-0.137204742,0.168248596,-0.015240412,0.97016231,-0.184999667,-0.141245065,0.402711534
425,-0.183922904,0.033761602,0.003315887,1.316454176,-0.036630094,-0.035573248,-0.283918339
426,-0.265325965,-0.733980726,-0.222823373,-0.782596196,-0.39743989,-0.181388773,0.325387113
427,0.067501972,-0.672181058,-0.207970909,-1.563622486,0.300886966,-0.109753786,-1.757475592
428,-0.296549567,-0.539719449,-0.082692374,-0.933262746,-0.481895369,-0.181388773,-0.254736722
429,-0.074717568,-0.524753594,-0.162946468,0.469878503,-0.504642002,-0.181388773,0.793025196
430,-0.21118427,-0.538063363,-0.212534667,-0.364795223,-0.506962094,-0.181388773,0.496937801
431,0.562211418,0.527749363,0.282635749,0.681812461,0.514316821,4.40E-05,-1.489257937
432,-0.004170026,-0.168978779,0.096621893,1.266720241,-0.352076509,-0.141822514,1.189120266
433,-0.171130234,-0.078350921,-0.206125248,0.282268755,-0.503064237,-0.181388773,0.57491816
434,0.133772856,0.738090985,-0.028570791,0.671669752,1.701313895,0.255523816,-1.356590649
435,-0.235138885,-0.612580711,-0.119101178,0.168731656,-0.476292428,-0.181388773,1.152341971
436,-0.083984993,-0.633787564,-0.153809588,-1.418156654,-0.327721618,-0.181388773,-0.13991705
437,0.376090182,0.095706267,0.409484319,1.211620157,-0.463321423,-0.175812138,1.092224484
438,-0.237323845,-0.573746202,-0.188718972,-1.028755898,-0.500202779,-0.181388773,-0.444089263
439,-0.082823234,-0.166517909,0.098254832,0.51750182,-0.492908873,-0.181388773,-0.20105658
440,0.007380949,0.181434,-0.05640945,0.741234161,-0.499397726,-0.181388773,1.025273037
441,-0.189217434,-0.683005114,-0.219470428,-1.572600535,-0.191528395,-0.130629576,-0.616448433
442,0.02713085,0.002918138,-0.153483731,-0.876819431,1.205135252,0.01105577,-1.30588511
443,-0.241123542,-0.487650344,-0.211799127,-0.996016469,-0.435781777,-0.181388773,0.643379789
444,0.017346495,-0.811158023,-0.092426877,-1.435950505,-0.388878152,-0.175812138,0.248627105
445,-0.041287689,1.720532365,0.893578817,1.68265952,0.697916595,0.097508766,0.744241709
446,-0.126778222,0.73697839,0.224423778,1.689257473,-0.091994848,-0.054595282,1.583430574
447,-0.068615669,-0.356939308,-0.114900392,0.432264482,-0.502481693,-0.181388773,0.659061286
448,-0.244672769,-0.832557311,-0.240431454,-1.867820244,-0.364079845,-0.181388773,-0.109194741
449,-0.126098753,-0.376032747,-0.226160684,0.083695075,-0.505047818,-0.181388773,0.292437666
450,-0.03054142,-0.975300191,-0.121362022,-1.193192461,-0.481252205,-0.181388773,0.044584601
451,-0.240220248,-0.533688147,-0.196774711,-0.183683142,-0.504855581,-0.181388773,0.425150718
452,0.005824831,0.729106379,-0.114801895,0.756278981,-0.499112315,-0.153004978,0.572446951
453,-0.07624704,-0.114319208,-0.233776214,0.244322652,-0.505276742,-0.147415054,0.384223233
454,-0.140482181,-0.570194044,-0.221845341,-1.084934746,-0.125342267,-0.167336085,-0.547956294
455,0.236044943,0.065400576,-0.131247651,-1.075602313,0.997256502,-0.023997515,-2.376696387
456,-0.198964485,-0.776380218,-0.204961169,-1.932796436,-0.349869032,-0.175812138,-0.320879686
457,-0.015129462,-0.158819705,-0.037620395,0.395523736,-0.498678469,-0.181388773,0.715624504
458,-0.23716397,-0.25423494,-0.208964057,0.565888208,-0.503940567,-0.181388773,0.594138671
459,-0.170568006,-0.743238325,-0.194952386,-0.516035802,-0.500379308,-0.181388773,0.206601305
460,0.025683981,-0.393986626,-0.178097711,-0.928920419,-0.162602715,-0.159388299,-1.093330666
461,-0.22269794,-0.879966331,-0.156815548,-1.772300163,-0.486463035,-0.181388773,-0.908767998
462,0.02091171,0.342477308,-0.194026138,0.446772069,-0.502231071,-0.147415054,0.112130968
463,0.082253112,-0.021205737,-0.134324446,-0.699531022,0.651186849,-0.066661558,-1.394696074
464,-0.252591915,-0.628469202,-0.198521083,0.732262162,-0.501550185,-0.181388773,0.702582014
465,0.053331711,1.484166167,-0.109946162,0.703813865,-0.491370581,-0.147415054,0.414594691
466,0.07453914,-0.320346813,-0.109911177,0.006302716,0.550974972,-0.079611499,-0.384200592
467,0.066934415,-0.541450715,-0.053579362,-0.705687051,-0.20303831,-0.162287035,-0.259068964
468,-0.204144437,0.040669412,-0.007742434,1.680504086,-0.393232326,-0.138554138,1.283453313
469,-0.10998601,-0.579856189,-0.218066227,-1.406991231,0.408436012,-0.122078953,-1.370655181
470,0.855350366,4.808468551,0.913093751,1.686243568,5.187435538,3.853335189,2.090150362
471,-0.06848244,-0.555056148,-0.19814955,-0.278469285,0.057377289,-0.115361333,-0.411261851
472,-0.119642465,-0.445993625,-0.206051743,-0.856915963,0.122258393,-0.159388299,-1.344295623
473,-0.174879304,-0.901764732,-0.193444088,-1.666669549,-0.452517415,-0.181388773,-0.098440408
474,0.515589181,3.563283743,0.478910556,1.686232901,3.969212382,1.651419288,1.784422203
475,-0.241275424,-1.09168086,-0.194770941,-1.894840218,-0.498822381,-0.181388773,-0.137079737
476,-0.156872041,-0.206778676,-0.184697637,-0.262463237,-0.504061088,-0.181388773,-0.152029023
477,-0.072124927,0.339384409,0.09328192,0.962727358,-0.209080142,-0.125029177,1.291721184
478,-0.189347999,-0.637113845,-0.20946664,-0.212224641,-0.505740637,-0.181388773,0.115547948
479,0.367861944,3.462003143,0.143065207,1.68491335,3.241564518,0.531212558,1.720353833
480,0.772996049,4.030018952,0.521946683,0.958194815,4.334441932,1.313784471,0.930390832
481,0.029606249,1.441702915,-0.147707594,0.915913895,-0.499247287,-0.153004978,0.49731916
482,-0.083998316,0.190834516,-0.043179338,0.529074091,-0.497742778,-0.181388773,0.45141875
483,-0.187938433,-0.407770949,-0.223103033,-0.67195675,-0.027783152,-0.159388299,-0.411063544
484,-0.103207307,-0.37052336,-0.16189679,0.094924494,0.335532339,-0.115361333,-0.451060512
485,-0.270066261,-0.981534223,-0.226848028,-2.182593322,-0.472682864,-0.181388773,-0.164598627
486,-0.293746424,-1.020230318,-0.229137455,-1.874592482,-0.487005014,-0.181388773,-0.125669465
487,-0.063243867,-0.267084385,-0.167728887,-0.49438,0.655413155,-0.02964519,-1.33524978
488,0.090891696,0.408100589,-0.021025387,0.999375588,-0.49693784,-0.147415054,0.334112615
489,0.084901709,-0.380412371,-0.13829635,-1.029869746,0.30700272,-0.122078953,-1.390318069
490,-0.292184978,-0.891628843,-0.211163986,-1.117810106,-0.490637802,-0.181388773,0.135805756
491,-0.221746683,-0.41567731,-0.226582028,-0.024410863,-0.505645153,-0.181388773,-0.158207044
492,-0.204557448,-0.488142227,-0.170591839,-0.149596866,-0.503453785,-0.181388773,-0.136683123
493,-0.023469612,0.56131131,-0.211812978,0.594545609,-0.502372384,-0.153004978,0.584589433
494,-0.131433252,0.569436166,0.415321565,0.977021892,-0.486947301,-0.181388773,-0.734364742
495,-0.210883172,-0.746785055,-0.119346615,-1.486932348,-0.478905735,-0.181388773,-0.429353538
496,0.252690603,1.159645454,-0.141878964,1.181936183,2.379979666,0.134474113,-0.932671601
497,-0.084557879,0.136281197,-0.222873311,1.084974327,-0.502861627,-0.147415054,0.650381547
498,-0.295382479,1.082644248,1.342089158,1.682232373,-0.408079956,-0.065592461,3.403295671
499,-0.118981648,-0.483127986,-0.192903277,0.728715851,-0.504331017,-0.181388773,0.950068974
500,-0.259335978,-0.86199159,-0.139391652,-1.390880341,-0.490396689,-0.181388773,-0.501049095
501,-0.228357518,-0.151439011,-0.177997062,-0.283745381,-0.504177382,-0.181388773,-0.410224554
502,0.376503192,0.052376016,0.148577015,-0.177805194,-0.030960261,-0.084117029,0.434867754
503,0.686567582,2.961684571,0.24728704,1.685039309,3.506297048,1.03759264,0.33315159
504,0.077011874,1.421568077,0.012837962,0.818329975,-0.490586109,-0.153004978,0.666657964
505,-0.265938819,-0.958970627,-0.23074724,-0.697438424,-0.503781219,-0.181388773,0.416150637
506,0.474527932,2.339708787,0.96146935,0.967445679,-0.415191646,0.021230725,1.88740448
507,0.095338887,0.136033615,-0.203615842,0.205027505,1.456694831,0.048311339,-2.63057493
508,0.458966757,2.083525408,0.548782777,1.685385388,1.756469824,1.160514399,1.549870951
509,0.112205708,0.139762096,-0.10317217,0.882245429,1.390634088,0.11972387,-1.300759641
510,-0.021631049,-0.085471005,-0.098518537,0.24513978,0.46430433,-0.120966256,-0.974926217
511,-0.052438976,-0.261232304,-0.215114794,-0.047344943,-0.503503144,-0.181388773,0.112847924
512,0.019757944,0.61521491,-0.172735752,0.891249361,-0.501372135,-0.153004978,0.099210513
513,0.120676423,-0.122614788,-0.125862315,-0.726171986,0.822670115,0.059051579,-2.443769868
514,0.106831241,0.204319633,-0.194167055,-0.332296625,1.737657055,0.024424927,-1.620460806
515,-0.23446741,-0.56194032,-0.2090759,-0.405966997,-0.506384101,-0.181388773,0.06421698
516,-0.120098109,-0.044358981,-0.226211806,0.462432683,-0.504291362,-0.181388773,0.399691168
517,-0.110700119,-0.667352785,-0.146522741,-1.342470533,-0.464030494,-0.181388773,0.289447809
518,0.188335555,1.948960725,0.08538217,1.684993412,2.351607828,1.879870495,1.753257517
519,-0.289515064,0.992649669,0.676135161,1.685919673,-0.465451524,-0.116151656,1.289448282
520,-0.258009015,-0.71672179,-0.201137707,-1.100424191,-0.503220282,-0.181388773,-0.157718904
521,-0.098794755,-0.668773663,-0.187662446,-1.147195426,-0.276116851,-0.181388773,0.262767909
522,0.215157264,1.563249264,-0.053637098,0.657754569,-0.420398203,-0.087949439,0.469418911
523,-0.188002383,-0.58848614,-0.163767564,0.490864482,-0.50087853,-0.181388773,0.097883383
524,-0.036267612,-0.201850271,-0.11962367,-0.42032347,-0.119100956,-0.141822514,0.552189143
525,0.068565141,0.04749786,-0.183996055,-0.584487066,1.462712713,-0.023997515,-1.544143174
526,0.141699995,-0.347665131,-0.089796098,0.104425805,0.106268366,-0.153801363,-0.266802931
527,-0.237763501,-1.036846141,-0.192261849,-1.653992077,-0.497560103,-0.181388773,-0.021771925
528,-0.193659297,-0.476157832,-0.157295126,-0.842682027,-0.077982445,-0.122657328,-0.964690532
529,-0.289347195,-0.588486317,-0.083778734,-0.318210434,-0.480868627,-0.181388773,1.001354179
530,-0.031612583,-0.380006668,-0.171783819,-1.968562947,0.854197723,-0.02964519,-1.858749379
531,-0.250553507,-1.002131836,-0.197437956,-0.760379085,-0.50184333,-0.181388773,0.079151012
532,-0.162632873,-0.902504605,-0.171271325,-0.621991767,-0.501441123,-0.181388773,-0.438521417
533,0.111475612,1.338843691,-0.112509872,0.704813386,-0.466999782,-0.104794804,0.27152392
534,0.078509371,0.393510921,-0.123583745,0.567105986,1.538685471,0.02497225,-0.659496276
535,0.099692819,0.37065317,0.050742527,1.333025649,-0.495817004,-0.181388773,1.253295416
536,-0.188116961,-0.808718882,-0.131486467,-0.211167734,-0.49710178,-0.181388773,-0.342495134
537,-0.268547447,-0.798121863,-0.205139265,-0.106046488,-0.503612337,-0.181388773,-0.220170311
538,-0.272299183,-0.405664789,0.005741951,0.480728807,-0.437167642,-0.181388773,-0.546400348
539,-0.192873244,-0.494403143,-0.229399632,0.099286186,-0.50725885,-0.181388773,0.387289362
540,-0.025563975,-0.355849765,-0.156287465,-0.857426605,0.627231499,-0.0469973,-1.692613994
541,-0.173408453,-0.174823938,-0.171912083,0.327102631,-0.503204078,-0.181388773,0.432594852
542,0.177671888,1.297278307,0.372860706,0.749353486,-0.483526031,-0.136227355,1.173881146
543,-0.151502903,-0.590080673,-0.132691679,-0.523725278,-0.49546422,-0.181388773,0.445439035
544,0.230555899,-0.13358664,0.265803872,0.97214707,-0.462620649,-0.175812138,0.708622746
545,0.155142825,0.287418764,-0.090094167,-0.17939205,0.955610747,-0.02964519,-1.999379451
546,-0.186038585,-0.199756061,-0.227939036,0.300666677,-0.505445733,-0.181388773,0.712436339
547,-0.184951434,-0.39570129,-0.225632555,0.13079593,-0.506571078,-0.181388773,0.662371485
548,-0.123484796,-0.627301833,-0.16780867,-0.374953243,-0.501904185,-0.181388773,-0.481691295
549,-0.270314067,-1.124992405,-0.233534657,-0.938417335,-0.505329221,-0.181388773,0.040618464
550,0.107683908,-0.472490793,0.089434857,-1.106405411,-0.363918725,-0.136227355,0.184314665
551,-0.170525373,-0.46297601,-0.188435405,0.049537046,-0.505708428,-0.181388773,0.266322178
552,-0.086764155,1.08773419,0.410392244,1.684737707,0.653632755,0.028109224,1.482400856
553,-0.266367817,-0.742881732,-0.200377269,-0.305044489,-0.500477738,-0.181388773,-0.54427999
554,-0.197443007,-0.579610793,-0.210587923,-1.329576225,-0.217653843,-0.167336085,-0.59069905
555,0.325793482,1.12746567,0.615028031,1.685892084,0.336107296,0.273378633,-0.504679636
556,-0.087227793,-0.536664596,-0.197799606,-1.505588691,0.057296051,-0.159388299,-0.870845624
557,-0.204149766,-0.608063601,-0.232124494,-0.094455663,-0.507820478,-0.181388773,0.32303794
558,0.021982873,0.590063103,-0.167160846,0.621806009,-0.501368038,-0.153004978,0.35153311
559,-0.129770551,-0.27272071,-0.195808458,0.149624505,-0.504071988,-0.181388773,0.382804576
560,-0.291308329,-1.003537936,-0.200339014,-1.079935915,-0.492234395,-0.181388773,0.616913451
561,-0.137551138,-0.255622584,-0.195181514,0.569105347,-0.504841172,-0.181388773,0.645866252
562,0.424241891,0.421053076,-0.01891059,0.320113701,1.434513005,0.082702772,-0.430787449
563,-0.019496716,-0.343035024,0.058031571,1.302532874,-0.485824576,-0.175812138,1.733792936
564,-0.074070074,-0.050326656,-0.225929041,0.157960437,-0.504737886,-0.181388773,0.455461159
565,-0.100087078,-0.246918863,-0.179587754,-0.559094223,-0.06090795,-0.167336085,-0.426806058
566,-0.172625066,-0.139689582,-0.031087113,1.122230139,-0.170479219,-0.130051587,0.43436436
567,-0.004969401,0.08591578,-0.023652121,0.446263447,-0.497675704,-0.181388773,0.55566714
568,-0.1744583,-0.676471732,-0.198799672,0.059347384,-0.499518916,-0.181388773,0.862829211
569,-0.111632723,-0.540115467,-0.075375328,0.03131185,-0.490252184,-0.175812138,1.237324087
570,-0.054107006,-0.75048822,-0.13278475,0.112106764,-0.480840456,-0.175812138,1.204603455
571,-0.017687463,0.498925072,0.003763896,1.682804786,0.982523884,-0.02964519,-1.162570269
572,-0.259405258,-0.54953903,-0.134960204,0.405785002,-0.496690611,-0.175812138,0.843395138
573,-0.101280812,0.020879808,-0.208038483,0.360687924,-0.503743572,-0.181388773,0.3443483
